"","dayOfWeek","dayOfMonth","month","year","reports","temp","dewp","slp","visib","wdsp","mxpsd","max","min","prcp","sndp"
"3839",7,9,7,2011,1071,79.7,54.3,1012.4,9.9,4.4,8.9,90,66.9,0,0
"3840",1,10,7,2011,1081,83.2,66.9,1012,9.2,7,9.9,91,75,0,0
"3841",2,11,7,2011,1090,81.8,69.6,1009.1,9.4,7.4,44.1,90,70,0,0
"3842",3,12,7,2011,1089,80.2,67,1012.2,10,5.7,11.1,88,72,0.13,0
"3843",4,13,7,2011,1118,71.7,57.3,1016.6,10,10.8,15,78.1,68,0.01,0
"3844",5,14,7,2011,1070,71.8,56.6,1016.8,10,7.8,12,82,64.9,0,0
"3845",6,15,7,2011,1189,77.3,59.2,1014.6,10,6.1,11.1,86,71.1,0,0
"3846",7,16,7,2011,1103,80,60.4,1015.3,10,3.1,9.9,90,73.9,0,0
"3847",1,17,7,2011,1042,84,65.5,1017.3,10,5.2,12,95,73.9,0,0
"3848",2,18,7,2011,1051,86.5,73.1,1015,8.7,9.9,15.9,93,81,0,0
"3849",3,19,7,2011,1069,86.2,74.5,1011.4,9.2,7,11.1,91.9,81,0,0
"3850",4,20,7,2011,1019,87.2,72,1009.1,9.3,7.6,18.1,100,77,0,0
"3851",5,21,7,2011,1011,90.8,73.2,1007.4,10,9.6,13,100.9,82,0,0
"3852",6,22,7,2011,1128,83.4,68.3,1010.7,9.7,7,28,93,71.1,0,0
"3853",7,23,7,2011,1038,78.9,70.6,1012.9,9,5.4,22,89.1,69.8,0.14,0
"3854",1,24,7,2011,1001,79,69.7,1014.2,9.6,4.8,17.1,87.1,72,0.04,0
"3855",2,25,7,2011,1063,78.4,69,1013.2,10,5.2,13,86,73,0.02,0
"3856",3,26,7,2011,1039,78.3,63.8,1010.5,10,6,13,84.9,72,0.01,0
"3857",4,27,7,2011,1094,77.6,62,1011.1,10,8.5,14,91.9,72,0,0
"3858",5,28,7,2011,1090,80.5,72.3,1011,9,7.7,21,89.1,73.9,0,0
"3859",6,29,7,2011,1066,79.7,70.6,1013.6,8.8,5.1,15,86,75,0,0
"3860",7,30,7,2011,1076,80,63.9,1017.1,10,2.8,7,91,68,0.36,0
"3861",1,31,7,2011,1049,82.2,68.6,1017.5,9.8,4.2,8.9,91,73,0,0
"3862",2,1,8,2011,1242,83.4,71.1,1015.7,9.2,5.5,8.9,91,75.9,0,0
"3863",3,2,8,2011,1022,85.7,72.5,1009.6,9.1,6.8,14,93,80.1,0,0
"3864",4,3,8,2011,1126,80.7,68.7,1006.7,9.7,8.6,20,90,73.4,0.28,0
"3865",5,4,8,2011,1146,75.9,65.4,1012.8,10,6.5,11.1,82,69.1,0,0
"3866",6,5,8,2011,1146,77.1,67,1013.5,9.9,4.7,9.9,84,70,0,0
"3867",7,6,8,2011,1107,78.5,70.6,1009.7,7.7,4.1,11.1,84.9,73,0.65,0
"3868",1,7,8,2011,929,77.7,68.4,1006.9,9,4.9,15.9,86,69.8,0.69,0
"3869",2,8,8,2011,926,74.3,67.7,1006.6,9.4,3.8,14,80.1,69.1,0.49,0
"3870",3,9,8,2011,997,72.9,63.7,1003.7,8,9.8,18.1,82,66,0.29,0
"3871",4,10,8,2011,1017,71,54.9,1008.3,10,7.9,11.1,78.1,62.1,0.01,0
"3872",5,11,8,2011,1053,71.3,52.9,1013.4,10,3.6,8.9,81,60.1,0,0
"3873",6,12,8,2011,1130,73.3,56,1014.2,10,6.6,13,82,64.9,0,0
"3874",7,13,8,2011,1039,73.7,61.7,1010.8,9.6,7.2,22,84,66.9,0,0
"3875",1,14,8,2011,972,68.1,61.8,1012.4,9.7,11,19,75,64,0.93,0
"3876",2,15,8,2011,1035,69.6,56.4,1014.8,10,5.3,9.9,80.1,59,0.01,0
"3877",3,16,8,2011,954,73.6,55.1,1015.9,10,2.1,8,82.9,63,0,0
"3878",4,17,8,2011,1032,74.9,59.3,1016.8,10,5.5,9.9,82.9,64.9,0,0
"3879",5,18,8,2011,1072,77.1,63.3,1014.3,9.5,4.4,9.9,84.9,71.1,0,0
"3880",6,19,8,2011,1169,76.6,60.3,1011.6,10,5,11.1,86,66.9,0,0
"3881",7,20,8,2011,1084,75.4,66.6,1011.9,9.5,4.2,15.9,84,68,0,0
"3882",1,21,8,2011,1007,73.8,60.9,1013.6,8.8,6.1,12,81,68,0.4,0
"3883",2,22,8,2011,1021,71.6,57.4,1016.4,10,3.8,8,82,61,0.01,0
"3884",3,23,8,2011,990,69.9,62,1013.2,9.6,6.8,15,77,66,0,0
"3885",4,24,8,2011,1032,78.5,67.9,1004.8,9.7,9.2,17.1,91,70,0.4,0
"3886",5,25,8,2011,1091,73.8,57,1011.3,10,7.5,12,87.1,64.9,0,0
"3887",6,26,8,2011,1050,71.6,58.2,1015.9,10,3.3,9.9,82.9,61,0,0
"3888",7,27,8,2011,1050,74.6,63.4,1012.5,10,6.4,15,82.9,66.9,0,0
"3889",1,28,8,2011,1010,70.5,54.8,1012.8,10,8.9,14,77,61,0,0
"3890",2,29,8,2011,1034,70.1,56,1015.1,10,4.4,8.9,78.1,61,0,0
"3891",3,30,8,2011,1045,71.2,54.3,1016.9,10,5.1,8.9,79,64,0,0
"3892",4,31,8,2011,1078,75.3,61,1014.4,9.9,7.5,12,88,64.9,0.07,0
"3893",5,1,9,2011,1186,83.8,69.8,1012.6,9.9,4.4,9.9,93.9,73.9,0.05,0
"3894",6,2,9,2011,1090,86.1,68.8,1011.3,9.8,7,12,93.9,79,0,0
"3895",7,3,9,2011,996,80.4,68.6,1010.9,9.1,3.8,11.1,89.1,72,0,0
"3896",1,4,9,2011,971,69.6,59,1011.9,9.8,8.8,14,73.9,64.9,0.15,0
"3897",2,5,9,2011,935,61.2,47.5,1017.7,10,14,21,68,53.1,0,0
"3898",3,6,9,2011,942,61.1,45.2,1020.6,10,13.3,17.1,66,57,0,0
"3899",4,7,9,2011,992,64,46.4,1020.6,10,11.9,19,70,57.9,0,0
"3900",5,8,9,2011,934,66.2,51.5,1018.1,9.8,12.6,22,73.9,61,0,0
"3901",6,9,9,2011,1076,66.1,61.2,1013.7,8.5,8.9,17.1,72,62.1,0.06,0
"3902",7,10,9,2011,1091,66.9,60.2,1015.1,8,3.2,8.9,75.9,57.9,0.01,0
"3903",1,11,9,2011,965,70.6,59.3,1015.5,8.6,3.1,11.1,82.9,60.1,0.01,0
"3904",2,12,9,2011,1055,74.2,59.3,1013.9,10,7.2,15,86,64,0,0
"3905",3,13,9,2011,1029,72,55.7,1010.4,9.3,8.3,11.1,80.1,64.9,0,0
"3906",4,14,9,2011,983,59,50.2,1015.7,6.3,5,9.9,64.9,55.9,0,0
"3907",5,15,9,2011,963,51.9,33.3,1026.6,10,9.3,12,60.1,44.1,0,0
"3908",6,16,9,2011,1064,53.4,37.9,1027.9,10,2.7,8.9,59,48,0,0
"3909",7,17,9,2011,979,59.7,42.6,1025.4,10,7,14,69.1,52,0,0
"3910",1,18,9,2011,918,59.6,50.2,1022.1,8.8,7.4,15.9,64,55.9,0,0
"3911",2,19,9,2011,989,65,60.4,1013.6,6.3,6.7,11.1,68,62.1,0.75,0
"3912",3,20,9,2011,968,62.6,53.2,1016.3,7.8,4.4,8.9,75,53.1,0.41,0
"3913",4,21,9,2011,978,66.2,51.3,1013.2,9.9,8.8,15.9,72,60.1,0.01,0
"3914",5,22,9,2011,1130,58.6,46.7,1017.8,10,7.1,12,66.9,53.1,0,0
"3915",6,23,9,2011,1014,55.8,45.3,1018.3,10,5.5,8.9,62.1,48,0,0
"3916",7,24,9,2011,949,56,48.3,1015.7,9.6,4.3,7,63,51.1,0.07,0
"3917",1,25,9,2011,910,57.9,51.6,1012.9,8.9,5.2,11.1,64.9,53.1,0.01,0
"3918",2,26,9,2011,942,57.5,51.6,1005.1,8.2,9,15,62.6,53.6,0.95,0
"3919",3,27,9,2011,948,56.4,51.9,1005.1,7.1,7.5,15,63,53.1,0.35,0
"3920",4,28,9,2011,937,57.4,53.5,1008.1,7.9,6.5,9.9,64,53.1,0.12,0
"3921",5,29,9,2011,987,58.1,52.5,1007,8.2,7,17.1,66,51.1,0.15,0
"3922",6,30,9,2011,1023,53.7,42.6,1011.8,9.8,16.1,22,62.1,51.1,0.14,0
"3923",7,1,10,2011,1077,49.7,39.8,1023.6,10,11.2,15.9,55.9,44.1,0.12,0
"3924",1,2,10,2011,927,51.6,39.3,1024.4,10,4.5,7,64.9,41,0,0
"3925",2,3,10,2011,940,57.1,42,1022.1,10,3.9,11.1,70,45,0,0
"3926",3,4,10,2011,970,58.4,46.6,1024.4,10,1.5,7,73.9,46,0,0
"3927",4,5,10,2011,966,64.4,48.3,1023.4,10,2.7,6,80.1,52,0,0
"3928",5,6,10,2011,971,66.9,49.3,1023.2,10,3.1,8.9,81,55.9,0,0
"3929",6,7,10,2011,1057,70.6,50.9,1024,10,5.7,12,84,59,0,0
"3930",7,8,10,2011,1016,71.9,52.6,1024.6,10,6.3,13,82,61,0,0
"3931",1,9,10,2011,1003,68.9,49.7,1025.8,10,3.5,9.9,80.1,55.9,0,0
"3932",2,10,10,2011,897,66.8,50.6,1021.5,10,5.5,11.1,77,57.9,0,0
"3933",3,11,10,2011,1026,68.6,52,1015.7,10,3.9,8.9,78.1,57.9,0,0
"3934",4,12,10,2011,1066,67,51,1009.8,10,5.3,8.9,77,57,0,0
"3935",5,13,10,2011,828,62.4,55,1001.8,6.7,5.3,12,71.1,57.2,0.09,0
"3936",6,14,10,2011,1023,54.9,43.8,1001.2,10,12.1,21,61,48.9,0.4,0
"3937",7,15,10,2011,962,54.1,37.2,1008.3,10,14.4,22,61,46.9,0,0
"3938",1,16,10,2011,893,54.8,38.9,1009.9,9.9,6.8,14,60.1,50,0,0
"3939",2,17,10,2011,918,49,32.4,1011.3,10,10.2,15.9,57,39.9,0.12,0
"3940",3,18,10,2011,920,46.6,36.4,1010.3,9.9,5,14,54,39.9,0,0
"3941",4,19,10,2011,879,47.1,41.5,1007.2,7.8,14.9,22,50,45,0.1,0
"3942",5,20,10,2011,888,44.4,38.9,1002.5,9.3,17.1,26,46.9,42.1,0.8,0
"3943",6,21,10,2011,1011,45.7,35.2,1015.9,10,5.3,8,54,37,0.07,0
"3944",7,22,10,2011,1010,49.9,35.1,1018.1,10,4.1,8.9,66,37.9,0,0
"3945",1,23,10,2011,1041,54.5,40.5,1014.6,9.5,3.5,11.1,66.9,41,0,0
"3946",2,24,10,2011,1023,56.2,41.6,1015.7,9.8,7.7,25.1,63,45,0.28,0
"3947",3,25,10,2011,1061,59.3,40.5,1014.9,10,8.7,15.9,73.9,48.9,0.06,0
"3948",4,26,10,2011,977,53,46.2,1010.4,9.4,11.3,15.9,70,48.2,0.13,0
"3949",5,27,10,2011,956,47.1,36.9,1015.9,9.5,8.2,15,51.1,41,0,0
"3950",6,28,10,2011,1046,44.2,34,1021.1,9.8,4.2,11.1,54,36,0.16,0
"3951",7,29,10,2011,948,46.1,29.3,1017.8,10,5.4,14,54,36,0,0
"3952",1,30,10,2011,954,45.1,30.7,1018.5,9.8,8.1,22,57,36,0,0
"3953",2,31,10,2011,1036,46.5,37.9,1016.8,9.3,5.4,14,53.1,39,0.11,0
"3954",3,1,11,2011,1206,49.4,36.5,1020.3,10,6.5,11.1,66,39,0,0
"3955",4,2,11,2011,974,58.3,38.4,1017.1,10,9.1,12,66,51.1,0,0
"3956",5,3,11,2011,861,48.6,43.4,1016.5,8.9,17.7,27,61,46.4,0,0
"3957",6,4,11,2011,1005,47,36.6,1024.8,10,9.6,15.9,51.1,44.1,0.33,0
"3958",7,5,11,2011,903,46.2,31.8,1024.3,10,7,12,57.9,37.9,0,0
"3959",1,6,11,2011,941,52.5,38.3,1017.8,10,11.6,20,59,46.9,0,0
"3960",2,7,11,2011,870,54.1,45.6,1021.5,9.7,4.2,13,57.9,51.1,0,0
"3961",3,8,11,2011,871,51.2,49.2,1017.2,3.9,7.7,17.1,55.9,46.9,0.51,0
"3962",4,9,11,2011,894,48.3,45.3,1008.2,6.9,12.4,25.1,60.8,39,1.09,0
"3963",5,10,11,2011,865,36.8,29.1,1015.6,9.5,10.8,18.1,41,33.1,0.27,0
"3964",6,11,11,2011,960,36,27.4,1016,10,7.4,14,45,30,0.02,0
"3965",7,12,11,2011,998,45.9,33,1008.5,10,8.6,15,60.1,37,0,0
"3966",1,13,11,2011,934,58.6,44.9,998.6,10,16.1,20,71.1,53.1,0,0
"3967",2,14,11,2011,963,48.6,35.7,1002.7,10,5,15,63,41,0,0
"3968",3,15,11,2011,1059,50.3,39.5,1007,9.9,6.5,14,63,37,0.01,0
"3969",4,16,11,2011,884,42,23.2,1015,10,9.9,15.9,57,34,0,0
"3970",5,17,11,2011,912,32.1,13.2,1022.5,10,10.5,18.1,39,27,0,0
"3971",6,18,11,2011,930,38.2,16.4,1020.5,10,11.7,20,51.1,28.9,0,0
"3972",7,19,11,2011,912,47.7,29.3,1011.9,10,13.8,20,55,43,0,0
"3973",1,20,11,2011,918,46.8,38.9,1019.1,10,12.2,18.1,57.9,39.2,0,0
"3974",2,21,11,2011,932,42.2,34.3,1026.1,10,9.6,14,46,39.2,0,0
"3975",3,22,11,2011,855,42.9,38,1018.2,7.4,10.9,15.9,45,41,0,0
"3976",4,23,11,2011,975,41.1,34.9,1020.2,7.7,5.6,12,48.9,34,0.4,0
"3977",5,24,11,2011,712,42.5,38.4,1023,5.6,9.3,15,46.4,39,0,0
"3978",6,25,11,2011,934,46.9,40.4,1016,8.4,12.1,15.9,57,39.9,0,0
"3979",7,26,11,2011,878,53.8,46.5,1011.6,8.8,11,15,57.9,51.1,0,0
"3980",1,27,11,2011,826,43.5,40.9,1012.4,6.7,10.8,17.1,57.9,35.1,0.87,0
"3981",2,28,11,2011,898,36.8,29.9,1019.7,9.3,10.2,15,39.9,33.8,0.02,0
"3982",3,29,11,2011,893,40.8,31.8,1013.6,10,21,29.9,44.1,37.9,0,0
"3983",4,30,11,2011,895,33.8,17,1017.7,10,9.1,21,44.1,25,0,0
"3984",5,1,12,2011,1056,36.8,23.3,1023.7,10,4.5,8.9,46,30,0,0
"3985",6,2,12,2011,1000,37.9,29.5,1028.9,9.1,6.7,12,42.1,33.1,0,0
"3986",7,3,12,2011,876,43.4,35.4,1025.4,9.2,8.6,12,50,35.1,0,0
"3987",1,4,12,2011,884,46.7,40.3,1015.4,8.9,12.7,19,53.1,37.9,0.24,0
"3988",2,5,12,2011,935,37.5,30.6,1024.9,9.1,8.3,15.9,39.9,35.1,0.05,0
"3989",3,6,12,2011,875,35.8,25.4,1025,9.9,11.5,15,39.9,30.9,0.01,0
"3990",4,7,12,2011,834,31,18.8,1019.7,10,7.5,15.9,35.1,28,0,0
"3991",5,8,12,2011,830,29.7,20.6,1022.3,10,5.7,14,36,24.1,0,0
"3992",6,9,12,2011,861,28,17.5,1025.8,8.3,8,14,34,24.1,0,0
"3993",7,10,12,2011,882,19.3,5.3,1033.3,10,7.1,12,25,12,0,0
"3994",1,11,12,2011,836,30.8,18.8,1031.3,10,8.7,13,43,23,0,0
"3995",2,12,12,2011,922,35.6,22.9,1029.6,10,6.5,9.9,46,28,0,0
"3996",3,13,12,2011,978,41.3,29.1,1029.1,9.7,4.1,7,44.1,39,0,0
"3997",4,14,12,2011,910,45.1,43.5,1018.5,5.4,9.4,17.1,52,41,0.33,0
"3998",5,15,12,2011,935,47.8,42.1,1008.6,8,15.2,22,57.2,35.1,0.75,0
"3999",6,16,12,2011,950,31.1,19.9,1026.8,10,8.2,15,36,26.1,0.02,0
"4000",7,17,12,2011,817,29.7,23.6,1026.6,7.7,4.3,8,32,28,0,0
"4001",1,18,12,2011,832,33.1,27.3,1021.9,6.9,6.8,13,43,26.1,0.02,0
"4002",2,19,12,2011,940,45.1,34.7,1014.4,10,10.2,15.9,51.1,41,0,0
"4003",3,20,12,2011,980,38.4,29.2,1019.3,10,8.8,15,43,37,0,0
"4004",4,21,12,2011,938,39.6,37.8,1008.6,4,5.1,13,42.8,37.4,0,0
"4005",5,22,12,2011,880,37.3,33.7,1017.2,6,6,13,41,32,0,0
"4006",6,23,12,2011,923,30.6,21.7,1026,9.6,8.5,15,36,23,0.04,0
"4007",7,24,12,2011,734,30.2,22.3,1026.3,10,7.3,14,39,24.1,0,0
"4008",1,25,12,2011,517,37.9,26,1021.5,10,12,19,45,34,0,0
"4009",2,26,12,2011,713,34.5,25.4,1024.4,10,6.2,13,45,26.1,0,0
"4010",3,27,12,2011,785,36.9,31.6,1008.5,8.3,9.5,20,39.9,35.1,0.21,0
"4011",4,28,12,2011,852,27.2,15.9,1016.9,10,7.2,15,37,21,0.18,0
"4012",5,29,12,2011,865,37.1,29.2,1006.3,9.9,9.2,15.9,48,28.9,0,0
"4013",6,30,12,2011,898,40.7,36.6,1003.7,6.2,4.3,14,46,35.1,0.02,0
"4014",7,31,12,2011,794,36,32.8,1011.8,6.9,8.8,15,43,28.9,0.38,0
"4015",1,1,1,2012,1552,38.4,30.4,1008,9.3,16.1,22.9,44.1,30.9,0,0
"4016",2,2,1,2012,703,24.8,13.5,1021.7,7.5,17.1,22,30.9,19.4,0.02,0
"4017",3,3,1,2012,808,18.7,5.1,1029.6,10,9,15.9,26.1,12.9,0,0
"4018",4,4,1,2012,799,31,17.3,1017.1,10,9,15.9,43,25,0,0
"4019",5,5,1,2012,871,35.8,24.5,1015.2,10,6.9,12,48.9,28,0,0
"4020",6,6,1,2012,914,46.8,32,1006.6,10,7.7,13,55,41,0,0
"4021",7,7,1,2012,863,40.8,27.4,1013.9,10,7.9,15.9,50,33.1,0,0
"4022",1,8,1,2012,801,33.7,25.1,1026.4,10,1.9,6,39.9,26.1,0,0
"4023",2,9,1,2012,883,35,26.8,1022.1,8.5,6.7,19,46,26.1,0,0
"4024",3,10,1,2012,901,40.2,28,1016.1,10,5.8,15.9,52,28.9,0,0
"4025",4,11,1,2012,889,41.8,29.4,1006,10,4.3,7,51.1,32,0,0
"4026",5,12,1,2012,745,32.3,27.7,999,5.5,6.5,15,42.1,21.2,0,3.1
"4027",6,13,1,2012,752,19.7,13.3,1008.8,5.6,11.9,18.1,25,15.8,0.06,5.1
"4028",7,14,1,2012,781,17.3,8.9,1020.7,8.5,6.5,12,21,14,0,3.9
"4029",1,15,1,2012,772,20.1,12.1,1026.9,9.8,6.6,14,30.9,12.9,0,3.9
"4030",2,16,1,2012,826,35.3,27.2,1013.9,9.9,10,14,44.1,26.1,0,1.2
"4031",3,17,1,2012,844,36.4,32.6,1007.2,4.6,9.8,22,44.1,26.1,0.07,0
"4032",4,18,1,2012,791,18.4,8.6,1024.3,9.8,8.7,15,26.1,10.9,0.04,0
"4033",5,19,1,2012,749,20.3,8.7,1016.1,9,11.9,17.1,28,9,0,0
"4034",6,20,1,2012,685,11.3,-0.4,1024,6.7,5.5,9.9,19.9,6.1,0,5.1
"4035",7,21,1,2012,718,22.2,17.2,1022.5,7.3,7.4,15,26.1,19,0.34,7.1
"4036",1,22,1,2012,682,23.9,19.7,1017.3,5.6,9.8,15,35.1,15.8,0,5.1
"4037",2,23,1,2012,833,39.1,37,1001.2,6.1,13.6,25.1,46.4,30.2,0.69,3.1
"4038",3,24,1,2012,899,31,22.1,1020,10,11.9,20,37,27,0.25,0
"4039",4,25,1,2012,962,29.4,23.7,1027.1,7,3,8.9,34,24.1,0,0
"4040",5,26,1,2012,925,34.1,30.2,1013.7,3.9,3.7,8.9,37.4,32,0,0
"4041",6,27,1,2012,934,36.9,26.7,1011,6.7,7.5,14,43,33.1,0,0
"4042",7,28,1,2012,809,32,23.2,1016.4,7.8,12.6,21,37.9,26.1,0.05,1.2
"4043",1,29,1,2012,813,29.5,19.6,1019.2,9.7,11.7,19,30.9,26.1,0.03,0
"4044",2,30,1,2012,868,33.1,21.8,1018.8,10,9.4,17.1,53.1,21,0,0
"4045",3,31,1,2012,965,49.2,38.8,1011,10,10,15,57.9,43,0,0
"4046",4,1,2,2012,1047,42.6,35.9,1016.4,9.3,5.3,9.9,55.9,36,0,0
"4047",5,2,2,2012,881,37.6,33.2,1024.1,5.9,3,8,44.1,34,0,0
"4048",6,3,2,2012,897,36.4,31.9,1031,5.1,4.9,11.1,39.9,33.1,0,0
"4049",7,4,2,2012,848,36.8,31.5,1026.6,6.8,9.6,14,39.2,33.8,0.03,0
"4050",1,5,2,2012,745,35.1,28.9,1024.8,9.8,5,12,43,27,0,0
"4051",2,6,2,2012,765,31.4,27.4,1023.6,6.2,8.7,15,35.1,28.4,0,0
"4052",3,7,2,2012,859,31.5,25.8,1025.6,7.3,9.1,21,36,28.9,0,0
"4053",4,8,2,2012,810,31.3,19.6,1029,9.8,9.1,12,36,28,0,0
"4054",5,9,2,2012,829,27.5,17.6,1025.9,9.6,8.1,12,35.1,19.9,0,0
"4055",6,10,2,2012,775,31.4,23.8,1017.6,7.4,9.7,22,35.1,19,0,1.2
"4056",7,11,2,2012,712,14.7,1.4,1027.6,9.5,15,21,19.9,10,0.02,1.2
"4057",1,12,2,2012,718,22.4,3.8,1028.3,10,10.1,14,36,15.1,0,1.2
"4058",2,13,2,2012,730,27.2,9.9,1021.8,10,7,13,37,19,0,0
"4059",3,14,2,2012,775,30.9,26.3,1012.4,6.8,7.5,15.9,36,28.4,0.01,1.2
"4060",4,15,2,2012,928,36.8,30.8,1017.9,9.3,8.2,13,42.8,32,0,0
"4061",5,16,2,2012,869,40.2,33.6,1017.1,5.9,7.5,15,46,35.6,0.21,0
"4062",6,17,2,2012,986,37.4,24.9,1020.3,10,7.3,15,48.9,27,0.08,0
"4063",7,18,2,2012,763,35.9,23.6,1020.4,10,7.8,13,48,28.9,0,0
"4064",1,19,2,2012,784,31.7,19.9,1023.5,10,7.5,11.1,37,28,0,0
"4065",2,20,2,2012,716,32.5,20.6,1024.5,10,5.3,13,43,25,0,0
"4066",3,21,2,2012,850,37.8,31,1009.8,8,11.7,19,41,33.1,0.06,0
"4067",4,22,2,2012,898,37.8,30.8,1002.7,9.3,7.1,15.9,42.1,33.1,0.01,0
"4068",5,23,2,2012,817,35.7,33.2,999.6,6.2,4.5,14,39.9,28,0,0
"4069",6,24,2,2012,784,33,31,1000.9,4.3,13.3,21,36,28.9,0.34,1.2
"4070",7,25,2,2012,792,25,15,1020.5,9.9,11.8,18.1,28.9,19,0.01,0
"4071",1,26,2,2012,727,32.3,19.3,1023.7,10,10,21,52,21.9,0,0
"4072",2,27,2,2012,818,36.4,22.4,1023.4,10,11.2,20,50,30,0,0
"4073",3,28,2,2012,894,33.5,22.1,1029.5,9.4,5.3,9.9,46.9,25,0,0
"4074",4,29,2,2012,875,48.8,37.4,1003.9,7.3,14.1,27,60.1,41,0.08,0
"4075",5,1,3,2012,1044,36.9,31,1007.7,9.7,12,25.1,41,35.1,0.01,0
"4076",6,2,3,2012,881,37.2,32.2,1004.2,8.4,9,18.1,41,35.1,0,0
"4077",7,3,3,2012,780,33,24.3,1005.5,9.6,17,25.1,35.6,30.2,0.19,0
"4078",1,4,3,2012,757,30.2,20.5,1011.5,9.7,8.2,13,36,28,0,0
"4079",2,5,3,2012,764,28.5,17.8,1024.5,9,7.8,12,37,19.9,0,0
"4080",3,6,3,2012,938,44.8,26.5,1020,10,15.1,27,68,32,0,0
"4081",4,7,3,2012,949,59.9,37.1,1013.6,10,18.9,25.1,68,54,0,0
"4082",5,8,3,2012,922,49,36.5,1014.6,8.9,15.1,22.9,64,39,0,0
"4083",6,9,3,2012,959,35.9,12.3,1029.1,10,12.3,17.1,39.9,30,0.21,0
"4084",7,10,3,2012,891,39,17.6,1030.7,10,10.8,21,60.1,28,0,0
"4085",1,11,3,2012,806,52.5,27,1023.5,10,8.7,15,68,39,0,0
"4086",2,12,3,2012,912,59.7,48.6,1012.4,8.6,13.1,22,66.9,52,0.26,0
"4087",3,13,3,2012,927,57.9,39.5,1015.6,10,6,11.1,71.1,48,0.02,0
"4088",4,14,3,2012,931,64.2,46,1015.7,10,7.9,15.9,81,53.1,0,0
"4089",5,15,3,2012,1000,70.8,58.3,1013.9,9.9,8.3,14,81,62.1,0,0
"4090",6,16,3,2012,958,63.3,48.9,1016.3,10,4.7,12,81,48,0,0
"4091",7,17,3,2012,1070,69.7,53.5,1016.7,10,7.8,14,80.1,57.9,0,0
"4092",1,18,3,2012,919,70.5,54.5,1015.4,10,6.8,9.9,80.1,61,0,0
"4093",2,19,3,2012,980,70.3,58.9,1014.2,10,7.6,12,79,64,0,0
"4094",3,20,3,2012,993,75.2,52.1,1013.7,10,12,19,84.9,66,0,0
"4095",4,21,3,2012,1076,76.6,52.4,1016.4,10,7.6,12,86,68,0,0
"4096",5,22,3,2012,979,72.5,53.4,1016.7,10,4.5,13,84,64,0,0
"4097",6,23,3,2012,978,62.5,57.9,1013.8,7.8,4.3,7,73,57,0.06,0
"4098",7,24,3,2012,906,54.8,51.9,1010.1,5.5,4.8,11.1,61,50,0.88,0
"4099",1,25,3,2012,886,56.4,50.4,1016,6.8,6.3,13,66.9,51.1,0.01,0
"4100",2,26,3,2012,831,43.5,32.3,1025.7,10,13.6,20,52,37.9,0.01,0
"4101",3,27,3,2012,866,50.5,28.3,1020.5,10,13.3,19,72,39,0,0
"4102",4,28,3,2012,911,62.4,44.1,1010.4,10,12.6,21,70,52,0,0
"4103",5,29,3,2012,948,45.4,33.2,1018.9,10,8.7,15,53.1,41,0,0
"4104",6,30,3,2012,941,46.1,39.1,1011.4,9,8.4,13,54,39.9,0,0
"4105",7,31,3,2012,878,41.4,35.3,1014.6,8.3,8.2,13,46.4,39,0.25,0
"4106",1,1,4,2012,1000,50.2,44,1008.1,5.5,6.3,13,61,43,0.2,0
"4107",2,2,4,2012,829,52.1,40.2,1011.2,8,10,13,61,45,0,0
"4108",3,3,4,2012,884,58.1,40.7,1011.2,9.9,7.7,15.9,70,51.1,0,0
"4109",4,4,4,2012,865,51.2,32.7,1014.1,10,14.1,20,57,46.9,0,0
"4110",5,5,4,2012,881,45.5,31,1016.2,10,14,19,48.9,41,0,0
"4111",6,6,4,2012,903,43.7,28.4,1024.2,10,9.5,14,52,37.9,0,0
"4112",7,7,4,2012,975,50.7,30,1024.1,10,5.6,11.1,66,37.9,0,0
"4113",1,8,4,2012,820,56.2,32.2,1022.1,10,11.1,18.1,64.9,45,0,0
"4114",2,9,4,2012,919,54,28.9,1016.4,10,11.4,25.1,62.1,43,0,0
"4115",3,10,4,2012,845,42.1,18.3,1018,10,12.2,17.1,55.9,35.1,0,0
"4116",4,11,4,2012,920,41,21.9,1024,10,7.3,11.1,52,30.9,0,0
"4117",5,12,4,2012,923,47.1,28.3,1024.4,10,3.5,12,62.1,35.1,0,0
"4118",6,13,4,2012,939,54.4,28.8,1021.4,10,9.1,17.1,66,45,0,0
"4119",7,14,4,2012,945,58.1,46.4,1014.3,9.7,7.9,15.9,64.9,51.1,0.1,0
"4120",1,15,4,2012,977,66.9,58.4,1006.4,8.6,11.9,20,75.9,59,0.86,0
"4121",2,16,4,2012,931,58.5,48.3,1005.8,9.5,19,28,72,48.9,0.73,0
"4122",3,17,4,2012,959,48,35.3,1026,10,6.4,15.9,53.1,41,0.02,0
"4123",4,18,4,2012,879,54.8,38.1,1021.6,10,9,17.1,72,43,0,0
"4124",5,19,4,2012,961,58,45.8,1013.4,9.9,8.3,13,70,46,0.04,0
"4125",6,20,4,2012,918,45.7,40.8,1008.3,9.1,9.8,22,50,42.8,0,0
"4126",7,21,4,2012,876,43.8,31.4,1016.9,10,9.9,20,51.1,36,0.02,0
"4127",1,22,4,2012,824,45.2,27.4,1017.5,10,11.5,20,51.1,41,0,0
"4128",2,23,4,2012,936,47.2,22.5,1016.5,10,10.7,18.1,57.9,36,0,0
